N	Z	A	EL	BE	BEd	MASS	MASSd
113	77	190	Ir	7947.701	0.007	189960543.445	1.470
112	78	190	Pt	7946.493	0.003	189959949.876	0.704
111	79	190	Au	7918.834	0.018	189964751.750	3.700
110	80	190	Hg	7907.017	0.084	189966322.169	17.076
109	81	190	Tl	7866.064	0.042	189973835.551	8.532
108	82	190	Pb	7841.129	0.066	189978081.828	13.434
107	83	190	Bi	7785.342	0.119	189988620.883	24.221
106	84	190	Po	7749.458	0.071	189995100.519	14.455
118	73	191	Ta	7911#	2#	190971560#	320#
117	74	191	W	7931.435	0.219	190966531.000	45.000
116	75	191	Re	7943.957	0.054	190963123.437	11.019
115	76	191	Os	7950.568	0.003	190960928.159	0.707
114	77	191	Ir	7948.113	0.007	190960591.527	1.406
113	78	191	Pt	7938.727	0.022	190961676.363	4.430
112	79	191	Au	7924.681	0.026	190963716.455	5.288
111	80	191	Hg	7903.800	0.117	190967158.247	23.918
110	81	191	Tl	7877.144	0.038	190971784.096	7.889
109	82	191	Pb	7841.363	0.195	190978281.000	40.000
108	83	191	Bi	7800.661	0.039	190985786.975	8.037
107	84	191	Po	7753.786	0.037	190994558.488	7.624
106	85	191	At	7702.923	0.084	191004148.086	17.287
119	73	192	Ta	7894#	2#	191975240#	430#
118	74	192	W	7924#	1#	191968170#	210#
117	75	192	Re	7930.238	0.369	191966088.000	76.000
116	76	192	Os	7948.525	0.012	191961478.881	2.485
115	77	192	Ir	7938.999	0.007	191962602.485	1.410
114	78	192	Pt	7942.491	0.013	191961042.736	2.758
113	79	192	Au	7920.102	0.082	191964817.684	16.991
112	80	192	Hg	7912.066	0.081	191965634.182	16.679
111	81	192	Tl	7876.016	0.165	191972225.000	34.000
110	82	192	Pb	7854.669	0.069	191975785.115	14.273
109	83	192	Bi	7803.608	0.157	191985470.078	32.326
108	84	192	Po	7771.075	0.058	191991335.788	11.926
107	85	192	At	7709.727	0.145	192003141.034	29.926
120	73	193	Ta	7884#	2#	192977595#	430#
119	74	193	W	7908#	1#	192971780#	210#
118	75	193	Re	7923.937	0.203	192967545.000	42.000
117	76	193	Os	7936.270	0.012	192964149.753	2.491
116	77	193	Ir	7938.133	0.007	192962923.824	1.425
115	78	193	Pt	7933.786	0.007	192962984.616	1.458
114	79	193	Au	7924.164	0.045	192964138.447	9.311
113	80	193	Hg	7907.972	0.080	192966653.377	16.645
112	81	193	Tl	7885.344	0.035	192970501.997	7.200
111	82	193	Pb	7853.919	0.257	192976173.234	53.222
110	83	193	Bi	7817.171	0.039	192982947.223	8.132
109	84	193	Po	7773.950	0.075	192991062.403	15.599
108	85	193	At	7727.109	0.112	192999927.728	23.222
107	86	193	Rn	7675.852	0.130	193009707.964	26.958
121	73	194	Ta	7866#	3#	193981428#	540#
120	74	194	W	7899#	2#	193973670#	320#
119	75	194	Re	7909#	1#	193970760#	210#
118	76	194	Os	7932.022	0.012	193965179.477	2.579
117	77	194	Ir	7928.487	0.007	193965075.773	1.430
116	78	194	Pt	7935.941	0.003	193962683.527	0.532
115	79	194	Au	7918.774	0.011	193965419.062	2.273
114	80	194	Hg	7914.597	0.015	193965449.111	3.100
113	81	194	Tl	7883.520	0.072	193971081.411	15.000
112	82	194	Pb	7865.418	0.090	193974011.706	18.717
111	83	194	Bi	7819.225	0.032	193982792.362	6.632
110	84	194	Po	7789.294	0.067	193988186.015	13.860
109	85	194	At	7732.249	0.129	193999226.872	26.764
108	86	194	Rn	7695.001	0.087	194006144.424	18.141
121	74	195	W	7882#	2#	194977445#	320#
120	75	195	Re	7902#	2#	194972540#	320#
119	76	195	Os	7917.744	0.287	194968318.000	60.000
118	77	195	Ir	7924.915	0.007	194965976.967	1.431
117	78	195	Pt	7926.552	0.003	194964794.353	0.539
116	79	195	Au	7921.377	0.006	194965037.851	1.201
115	80	195	Hg	7909.397	0.119	194966705.751	24.843
114	81	195	Tl	7890.728	0.057	194969774.096	11.909
113	82	195	Pb	7863.908	0.092	194974548.743	19.280
112	83	195	Bi	7830.757	0.027	194980648.762	5.675
111	84	195	Po	7791.005	0.192	194988130.617	40.112
110	85	195	At	7748.091	0.049	194996274.485	10.276
109	86	195	Rn	7700.383	0.259	195005421.699	54.216
122	74	196	W	7872#	2#	195979731#	430#
121	75	196	Re	7887#	2#	195975800#	320#
120	76	196	Os	7912.229	0.204	195969643.277	43.000
119	77	196	Ir	7914.148	0.196	195968399.696	41.239
118	78	196	Pt	7926.529	0.003	195964954.675	0.547
117	79	196	Au	7914.855	0.015	195966571.221	3.179
116	80	196	Hg	7914.369	0.015	195965833.444	3.163
115	81	196	Tl	7888.289	0.062	195970481.192	13.000
114	82	196	Pb	7873.337	0.039	195972787.466	8.277
113	83	196	Bi	7831.900	0.125	195980666.509	26.224
112	84	196	Po	7804.766	0.069	195985536.094	14.506
111	85	196	At	7752.007	0.155	195995797.421	32.511
110	86	196	Rn	7717.987	0.074	196002115.945	15.476
123	74	197	W	7854#	2#	196983747#	430#
122	75	197	Re	7878#	2#	196977990#	320#
121	76	197	Os	7898#	1#	196972830#	210#
120	77	197	Ir	7908.999	0.102	196969657.233	21.588
119	78	197	Pt	7915.971	0.003	196967343.053	0.575
118	79	197	Au	7915.654	0.003	196966570.114	0.581
117	80	197	Hg	7908.640	0.016	196967213.713	3.442
116	81	197	Tl	7893.508	0.083	196969573.986	17.526
115	82	197	Pb	7871.282	0.024	196973434.717	5.157
114	83	197	Bi	7841.634	0.042	196978864.929	8.946
113	84	197	Po	7805.535	0.252	196985659.607	53.332
112	85	197	At	7766.017	0.041	196993177.357	8.570
111	86	197	Rn	7722.118	0.082	197001621.430	17.383
110	87	197	Fr	7673.763	0.276	197011008.090	58.404
123	75	198	Re	7862#	2#	197981600#	430#
122	76	198	Os	7891#	1#	197974410#	210#
121	77	198	Ir	7897#	1#	197972280#	210#
120	78	198	Pt	7914.150	0.011	197967896.734	2.254
119	79	198	Au	7908.567	0.003	197968243.724	0.579
118	80	198	Hg	7911.552	0.002	197966769.179	0.491
117	81	198	Tl	7890.300	0.038	197970446.673	8.100
116	82	198	Pb	7878.969	0.044	197972015.397	9.393
115	83	198	Bi	7841.189	0.141	197979206.000	30.000
114	84	198	Po	7817.561	0.088	197983388.672	18.705
113	85	198	At	7769.373	0.030	197992791.673	6.300
112	86	198	Rn	7737.724	0.068	197998679.156	14.406
111	87	198	Fr	7679.205	0.163	198010278.138	34.591
124	75	199	Re	7851#	2#	198984047#	430#
123	76	199	Os	7875#	1#	198978010#	210#
122	77	199	Ir	7891.206	0.206	198973807.115	44.073
121	78	199	Pt	7902.300	0.011	198970597.038	2.317
120	79	199	Au	7906.937	0.003	198968766.582	0.581
119	80	199	Hg	7905.279	0.003	198968280.989	0.564
118	81	199	Tl	7893.877	0.140	198969877.000	30.000
117	82	199	Pb	7875.736	0.050	198972912.542	10.730
116	83	199	Bi	7849.522	0.053	198977672.893	11.345
115	84	199	Po	7817.505	0.091	198983673.021	19.387
114	85	199	At	7781.488	0.027	198990527.719	5.780
113	86	199	Rn	7740.753	0.189	198998390.273	40.352
112	87	199	Fr	7695.259	0.069	199007269.389	14.734
124	76	200	Os	7868#	1#	199979840#	320#
123	77	200	Ir	7878#	1#	199976800#	210#
122	78	200	Pt	7899.198	0.101	199971444.625	21.588
121	79	200	Au	7898.491	0.134	199970756.556	28.681
120	80	200	Hg	7905.895	0.003	199968326.934	0.568
119	81	200	Tl	7889.703	0.029	199970963.602	6.182
118	82	200	Pb	7881.810	0.055	199971818.332	11.730
117	83	200	Bi	7848.497	0.112	199978131.093	23.962
116	84	200	Po	7827.440	0.038	199981812.270	8.135
115	85	200	At	7783.759	0.122	199990351.100	26.264
114	86	200	Rn	7754.932	0.068	199995700.707	14.686
113	87	200	Fr	7700.334	0.153	200006583.507	32.861
125	76	201	Os	7851#	1#	200983640#	320#
124	77	201	Ir	7871#	1#	200978640#	210#
123	78	201	Pt	7885.833	0.249	200974513.293	53.788
122	79	201	Au	7895.175	0.016	200971657.665	3.454
121	80	201	Hg	7897.560	0.004	200970303.038	0.763
120	81	201	Tl	7891.271	0.071	200970820.168	15.228
119	82	201	Pb	7877.877	0.068	200972870.425	14.758
118	83	201	Bi	7854.808	0.076	200977008.512	16.299
117	84	201	Po	7826.561	0.025	200982263.777	5.305
116	85	201	At	7794.153	0.041	200988417.061	8.786
115	86	201	Rn	7756.842	0.247	200995628.179	53.389
114	87	201	Fr	7714.836	0.045	201003852.496	9.747
113	88	201	Ra	7669.410	0.101	201012814.683	21.794
126	76	202	Os	7842#	2#	201985950#	430#
125	77	202	Ir	7856#	1#	201981990#	320#
124	78	202	Pt	7881.560	0.125	201975639.000	27.000
123	79	202	Au	7885.909	0.115	201973856.000	25.000
122	80	202	Hg	7896.850	0.003	201970643.585	0.756
121	81	202	Tl	7886.219	0.008	201972109.089	1.723
120	82	202	Pb	7882.150	0.019	201972151.604	4.075
119	83	202	Bi	7852.539	0.076	201977733.100	16.528
118	84	202	Po	7834.805	0.043	201980738.881	9.307
117	85	202	At	7794.541	0.138	201988630.380	30.034
116	86	202	Rn	7769.301	0.087	201993263.902	18.808
115	87	202	Fr	7719.038	0.035	202003323.946	7.557
114	88	202	Ra	7685.568	0.074	202009742.264	16.122
127	76	203	Os	7816#	2#	202991798#	430#
126	77	203	Ir	7847#	2#	202984230#	430#
125	78	203	Pt	7867#	1#	202978930#	210#
124	79	203	Au	7880.864	0.015	202975154.498	3.309
123	80	203	Hg	7887.482	0.008	202972872.326	1.746
122	81	203	Tl	7886.053	0.006	202972344.022	1.252
121	82	203	Pb	7877.397	0.032	202973390.535	7.036
120	83	203	Bi	7857.475	0.063	202976892.145	13.717
119	84	203	Po	7832.863	0.043	202981415.995	9.291
118	85	203	At	7803.648	0.052	202986942.957	11.353
117	86	203	Rn	7770.193	0.090	202993393.732	19.516
116	87	203	Fr	7731.708	0.031	203000940.872	6.689
115	88	203	Ra	7689.503	0.188	203009298.745	40.928
127	77	204	Ir	7824#	2#	203989600#	430#
126	78	204	Pt	7860#	1#	203980760#	210#
125	79	204	Au	7870#	1#	203977831#	215#
124	80	204	Hg	7885.545	0.002	203973494.037	0.534
123	81	204	Tl	7880.023	0.006	203973863.337	1.236
122	82	204	Pb	7879.932	0.006	203973043.420	1.230
121	83	204	Bi	7854.215	0.045	203977835.717	9.854
120	84	204	Po	7839.083	0.054	203980309.863	11.822
119	85	204	At	7803.552	0.109	203987251.197	23.926
118	86	204	Rn	7780.574	0.036	203991443.644	7.991
117	87	204	Fr	7734.692	0.120	204000651.974	26.389
116	88	204	Ra	7704.144	0.075	204006502.228	16.396
128	77	205	Ir	7807#	2#	204993602#	540#
127	78	205	Pt	7837#	1#	204986080#	320#
126	79	205	Au	7861#	1#	204979850#	210#
125	80	205	Hg	7874.732	0.018	204976073.125	3.923
124	81	205	Tl	7878.394	0.006	204974427.237	1.328
123	82	205	Pb	7874.331	0.006	204974481.597	1.228
122	83	205	Bi	7857.316	0.025	204977386.323	5.487
121	84	205	Po	7836.216	0.049	204981190.004	10.798
120	85	205	At	7810.207	0.074	204986074.041	16.194
119	86	205	Rn	7780.722	0.025	204991723.204	5.453
118	87	205	Fr	7745.686	0.038	204998593.858	8.399
117	88	205	Ra	7706.998	0.344	205006268.415	75.707
116	89	205	Ac	7662.851	0.248	205015144.158	54.555
128	78	206	Pt	7822#	1#	205989660#	320#
127	79	206	Au	7840#	1#	205984740#	320#
126	80	206	Hg	7869.172	0.099	205977513.756	21.943
125	81	206	Tl	7871.721	0.006	205976110.026	1.378
124	82	206	Pb	7875.362	0.006	205974465.124	1.227
123	83	206	Bi	7853.324	0.037	205978498.757	8.193
122	84	206	Po	7840.597	0.019	205980473.654	4.306
121	85	206	At	7808.843	0.073	205986656.148	16.162
120	86	206	Rn	7789.041	0.042	205990195.358	9.223
119	87	206	Fr	7746.940	0.137	205998666.211	30.268
118	88	206	Ra	7719.802	0.087	206003827.763	19.332
117	89	206	Ac	7667.879	0.245	206014470.787	54.206
129	78	207	Pt	7798#	2#	206995126#	430#
128	79	207	Au	7825#	1#	206988395#	322#
127	80	207	Hg	7848.610	0.144	206982300.000	32.000
126	81	207	Tl	7866.797	0.026	206977418.586	5.839
125	82	207	Pb	7869.866	0.006	206975896.735	1.230
124	83	207	Bi	7854.505	0.012	206978470.471	2.573
123	84	207	Po	7836.673	0.032	206981593.252	7.148
122	85	207	At	7813.964	0.060	206985799.783	13.318
121	86	207	Rn	7787.998	0.041	206990730.200	9.121
120	87	207	Fr	7756.246	0.085	206996946.474	18.792
119	88	207	Ra	7721.602	0.257	207003805.161	57.115
118	89	207	Ac	7681.099	0.243	207011965.973	54.092
130	78	208	Pt	7783#	2#	207998937#	429#
129	79	208	Au	7804#	1#	207993450#	320#
128	80	208	Hg	7834.191	0.148	207985759.000	33.000
127	81	208	Tl	7847.183	0.009	207982017.992	1.990
126	82	208	Pb	7867.453	0.006	207976651.918	1.231
125	83	208	Bi	7849.853	0.011	207979741.981	2.473
124	84	208	Po	7839.358	0.008	207981245.616	1.864
123	85	208	At	7811.560	0.043	207986613.042	9.577
122	86	208	Rn	7794.268	0.054	207989634.295	11.957
121	87	208	Fr	7756.903	0.057	207997138.018	12.704
120	88	208	Ra	7732.017	0.043	208001854.929	9.686
119	89	208	Ac	7684.865	0.268	208011544.073	59.813
118	90	208	Th	7652.592	0.164	208017910.722	36.704
130	79	209	Au	7788#	2#	208997273#	429#
129	80	209	Hg	7813#	1#	208990720#	160#
128	81	209	Tl	7833.397	0.029	208985351.750	6.559
127	82	209	Pb	7848.648	0.008	208981089.898	1.875
126	83	209	Bi	7847.987	0.007	208980398.519	1.464
125	84	209	Po	7835.188	0.009	208982430.276	1.908
124	85	209	At	7814.777	0.024	208986169.944	5.477
123	86	209	Rn	7792.175	0.048	208990401.388	10.692
122	87	209	Fr	7763.688	0.070	208995953.197	15.725
121	88	209	Ra	7733.017	0.027	209001994.879	6.169
120	89	209	Ac	7695.850	0.242	209009494.220	54.330
119	90	209	Th	7656#	1#	209017571#	150#
131	79	210	Au	7766#	2#	210002500#	430#
130	80	210	Hg	7799#	1#	209994240#	210#
129	81	210	Tl	7813.588	0.055	209990072.970	12.456
128	82	210	Pb	7835.965	0.007	209984188.301	1.553
127	83	210	Bi	7832.542	0.006	209984120.156	1.462
126	84	210	Po	7834.346	0.005	209982873.601	1.230
125	85	210	At	7811.663	0.037	209987147.338	8.261
124	86	210	Rn	7796.665	0.022	209989688.854	4.892
123	87	210	Fr	7763.075	0.072	209996421.657	16.268
122	88	210	Ra	7741.368	0.044	210000475.356	9.868
121	89	210	Ac	7697.896	0.273	210009436.130	61.623
120	90	210	Th	7669.076	0.090	210015093.437	20.299
131	80	211	Hg	7778#	1#	210999330#	210#
130	81	211	Tl	7799.791	0.199	210993475.000	45.000
129	82	211	Pb	7817.007	0.011	210988735.356	2.426
128	83	211	Bi	7819.774	0.026	210987268.698	5.842
127	84	211	Po	7818.784	0.006	210986653.085	1.347
126	85	211	At	7811.354	0.013	210987496.147	2.929
125	86	211	Rn	7793.941	0.032	210990600.686	7.314
124	87	211	Fr	7768.360	0.057	210995555.259	12.872
123	88	211	Ra	7741.087	0.038	211000893.213	8.500
122	89	211	Ac	7707.189	0.251	211007731.894	56.871
121	90	211	Th	7671.690	0.346	211014933.183	78.379
120	91	211	Pa	7629#	0#	211023704#	110#
132	80	212	Hg	7763#	1#	212002960#	320#
131	81	212	Tl	7780#	1#	211998335#	215#
130	82	212	Pb	7804.319	0.009	211991895.975	1.977
129	83	212	Bi	7803.313	0.009	211991285.016	1.989
128	84	212	Po	7810.243	0.005	211988867.896	1.236
127	85	212	At	7798.340	0.011	211990737.223	2.559
126	86	212	Rn	7794.797	0.015	211990703.528	3.376
125	87	212	Fr	7766.845	0.041	211996225.453	9.420
124	88	212	Ra	7747.508	0.053	211999786.399	12.091
123	89	212	Ac	7708.552	0.242	212007812.501	55.160
122	90	212	Th	7682.062	0.048	212013001.487	10.852
121	91	212	Pa	7633.643	0.353	212023181.425	80.367
133	80	213	Hg	7741#	1#	213008230#	320#
132	81	213	Tl	7765.430	0.127	213001915.000	29.000
131	82	213	Pb	7785.172	0.033	212996560.867	7.465
130	83	213	Bi	7791.021	0.024	212994383.608	5.456
129	84	213	Po	7794.024	0.014	212992857.083	3.277
128	85	213	At	7790.003	0.023	212992936.514	5.257
127	86	213	Rn	7782.182	0.016	212993885.064	3.617
126	87	213	Fr	7768.447	0.024	212996185.861	5.465
125	88	213	Ra	7746.472	0.046	213000370.970	10.540
124	89	213	Ac	7715.526	0.072	213006607.333	16.395
123	90	213	Th	7683.846	0.043	213013011.447	9.895
122	91	213	Pa	7644.762	0.334	213021108.697	76.374
134	80	214	Hg	7727#	2#	214012000#	430#
133	81	214	Tl	7745#	1#	214006940#	210#
132	82	214	Pb	7772.394	0.009	213999803.788	2.120
131	83	214	Bi	7773.495	0.052	213998710.938	12.033
130	84	214	Po	7785.116	0.007	213995201.208	1.555
129	85	214	At	7776.366	0.020	213996371.601	4.614
128	86	214	Rn	7777.102	0.043	213995362.566	9.862
127	87	214	Fr	7757.740	0.040	213998970.785	9.268
126	88	214	Ra	7749.171	0.025	214000099.554	5.636
125	89	214	Ac	7715.837	0.072	214006917.762	16.489
124	90	214	Th	7692.317	0.050	214011481.431	11.445
123	91	214	Pa	7647.583	0.356	214020918.561	81.723
135	80	215	Hg	7705#	2#	215017400#	430#
134	81	215	Tl	7730#	1#	215010640#	320#
133	82	215	Pb	7752.737	0.244	215004661.590	56.304
132	83	215	Bi	7761.717	0.026	215001749.149	6.037
131	84	215	Po	7768.176	0.010	214999418.454	2.276
130	85	215	At	7767.858	0.032	214998651.890	7.299
129	86	215	Rn	7763.814	0.036	214998745.498	8.236
128	87	215	Fr	7753.260	0.033	215000341.456	7.585
127	88	215	Ra	7739.316	0.035	215002720.080	8.172
126	89	215	Ac	7719.413	0.058	215006474.132	13.318
125	90	215	Th	7693.025	0.041	215011724.805	9.490
124	91	215	Pa	7657.096	0.339	215019177.728	78.202
123	92	215	U	7620.624	0.412	215026756.035	94.997
136	80	216	Hg	7690#	2#	216021320#	430#
135	81	216	Tl	7710#	1#	216015800#	320#
134	82	216	Pb	7740#	1#	216008030#	210#
133	83	216	Bi	7743.499	0.052	216006305.989	12.000
132	84	216	Po	7758.819	0.008	216001913.506	1.949
131	85	216	At	7753.002	0.017	216002422.631	3.837
130	86	216	Rn	7758.657	0.028	216000271.464	6.435
129	87	216	Fr	7742.451	0.019	216003189.445	4.480
128	88	216	Ra	7737.347	0.040	216003533.117	9.379
127	89	216	Ac	7711.256	0.050	216008743.367	11.637
126	90	216	Th	7697.662	0.056	216011055.714	12.928
125	91	216	Pa	7659.314	0.248	216019108.242	57.462
124	92	216	U	7631.307	0.130	216024762.747	30.158
136	81	217	Tl	7695#	2#	217019660#	430#
135	82	217	Pb	7719#	1#	217013140#	320#
134	83	217	Bi	7731.848	0.082	217009372.000	19.000
133	84	217	Po	7741.360	0.030	217006316.216	7.025
132	85	217	At	7744.616	0.023	217004717.835	5.369
131	86	217	Rn	7744.403	0.019	217003927.562	4.506
130	87	217	Fr	7737.775	0.030	217004631.902	7.010
129	88	217	Ra	7726.911	0.033	217006322.806	7.731
128	89	217	Ac	7710.338	0.052	217009343.777	12.226
127	90	217	Th	7690.594	0.049	217013103.444	11.394
126	91	217	Pa	7664.580	0.073	217018323.692	17.089
125	92	217	U	7634#	0#	217024663#	77#
137	81	218	Tl	7674#	2#	218024885#	429#
136	82	218	Pb	7706#	1#	218016590#	320#
135	83	218	Bi	7712.827	0.124	218014188.000	29.000
134	84	218	Po	7731.528	0.009	218008971.502	2.118
133	85	218	At	7729.126	0.053	218008693.735	12.456
132	86	218	Rn	7738.752	0.011	218005601.052	2.486
131	87	218	Fr	7726.715	0.022	218007578.274	5.106
130	88	218	Ra	7724.998	0.051	218007140.325	11.997
129	89	218	Ac	7702.177	0.233	218011641.093	54.471
128	90	218	Th	7691.602	0.048	218013276.242	11.289
127	91	218	Pa	7659.036	0.084	218020057.853	19.676
126	92	218	U	7640.719	0.063	218023504.829	14.722
137	82	219	Pb	7686#	2#	219021770#	430#
136	83	219	Bi	7700#	1#	219017480#	210#
135	84	219	Po	7713.333	0.072	219013614.000	17.000
134	85	219	At	7720.196	0.015	219011160.647	3.474
133	86	219	Rn	7723.777	0.010	219009478.753	2.254
132	87	219	Fr	7721.171	0.032	219009251.553	7.556
131	88	219	Ra	7714.053	0.038	219010085.176	8.865
130	89	219	Ac	7700.549	0.231	219012420.348	54.210
129	90	219	Th	7683.725	0.231	219015535.677	54.295
128	91	219	Pa	7661.574	0.235	219019903.650	55.304
127	92	219	U	7636.329	0.232	219024999.161	54.509
126	93	219	Np	7604.583	0.403	219031623.021	94.851
138	82	220	Pb	7672#	2#	220025410#	430#
137	83	220	Bi	7682#	1#	220022350#	320#
136	84	220	Po	7703.224	0.080	220016386.000	19.000
135	85	220	At	7703.703	0.064	220015433.000	15.000
134	86	220	Rn	7717.254	0.008	220011392.534	1.948
133	87	220	Fr	7709.742	0.018	220012326.778	4.324
132	88	220	Ra	7711.696	0.037	220011025.562	8.843
131	89	220	Ac	7692.351	0.028	220014754.450	6.579
130	90	220	Th	7684.589	0.101	220015747.926	23.795
129	91	220	Pa	7656#	0#	220021705#	55#
128	92	220	U	7640#	0#	220024620#	108#
127	93	220	Np	7603#	1#	220032540#	210#
138	83	221	Bi	7668#	1#	221025870#	320#
137	84	221	Po	7684.481	0.089	221021228.000	21.000
136	85	221	At	7694.475	0.063	221018017.000	15.000
135	86	221	Rn	7701.393	0.026	221015535.709	6.134
134	87	221	Fr	7703.256	0.022	221014253.757	5.245
133	88	221	Ra	7701.135	0.021	221013917.224	4.970
132	89	221	Ac	7690.539	0.228	221015591.199	54.133
131	90	221	Th	7676.061	0.037	221018186.236	8.766
130	91	221	Pa	7656.974	0.232	221021874.846	55.052
129	92	221	U	7634.684	0.231	221026323.299	54.873
128	93	221	Np	7607#	1#	221032045#	215#
139	83	222	Bi	7649#	1#	222030842#	322#
138	84	222	Po	7674.005	0.180	222024140.000	43.000
137	85	222	At	7677.387	0.071	222022494.000	17.000
136	86	222	Rn	7694.497	0.009	222017576.286	2.093
135	87	222	Fr	7690.947	0.034	222017582.620	8.000
134	88	222	Ra	7696.692	0.020	222015373.355	4.781
133	89	222	Ac	7682.802	0.023	222017843.887	5.554
132	90	222	Th	7676.658	0.055	222018468.300	13.182
131	91	222	Pa	7651#	0#	222023784#	78#
130	92	222	U	7637.764	0.234	222026057.953	55.817
129	93	222	Np	7604#	1#	222033300#	210#
140	83	223	Bi	7636#	2#	223034500#	430#
139	84	223	Po	7655#	1#	223029070#	210#
138	85	223	At	7668.055	0.063	223025151.000	15.000
137	86	223	Rn	7678.171	0.035	223021889.285	8.397
136	87	223	Fr	7683.664	0.009	223019734.313	2.073
135	88	223	Ra	7685.309	0.009	223018500.719	2.244
134	89	223	Ac	7679.143	0.032	223019136.872	7.632
133	90	223	Th	7668.640	0.041	223020811.546	9.889
132	91	223	Pa	7651.971	0.319	223023962.232	76.289
131	92	223	U	7632.694	0.319	223027737.168	76.349
130	93	223	Np	7608#	1#	223032850#	210#
141	83	224	Bi	7617#	2#	224039539#	429#
140	84	224	Po	7644#	1#	224032110#	210#
139	85	224	At	7650.735	0.100	224029749.000	24.000
138	86	224	Rn	7670.751	0.044	224024095.804	10.536
137	87	224	Fr	7670.367	0.050	224023348.100	12.000
136	88	224	Ra	7679.922	0.008	224020210.453	1.945
135	89	224	Ac	7670.143	0.018	224021722.239	4.389
134	90	224	Th	7667.724	0.045	224021464.157	10.864
133	91	224	Pa	7646.961	0.034	224025617.210	8.145
132	92	224	U	7635.165	0.103	224027613.974	24.875
131	93	224	Np	7604#	1#	224034220#	210#
141	84	225	Po	7626#	1#	225037070#	320#
140	85	225	At	7641#	1#	225032630#	320#
139	86	225	Rn	7654.357	0.050	225028485.574	11.958
138	87	225	Fr	7662.940	0.053	225025572.478	12.847
137	88	225	Ra	7667.586	0.012	225023610.574	2.787
136	89	225	Ac	7665.690	0.021	225023228.647	5.107
135	90	225	Th	7659.222	0.023	225023950.907	5.467
134	91	225	Pa	7646.720	0.316	225026130.844	76.234
133	92	225	U	7629.736	0.048	225029393.555	11.711
132	93	225	Np	7607.557	0.318	225033910.797	76.889
142	84	226	Po	7614#	2#	226040310#	430#
141	85	226	At	7624#	1#	226037160#	320#
140	86	226	Rn	7646.410	0.046	226030861.382	11.247
139	87	226	Fr	7648.376	0.028	226029544.515	6.688
138	88	226	Ra	7661.962	0.009	226025408.455	2.075
137	89	226	Ac	7655.662	0.014	226026097.069	3.328
136	90	226	Th	7657.119	0.020	226024903.686	4.810
135	91	226	Pa	7641.110	0.051	226027947.872	12.259
134	92	226	U	7631.916	0.058	226029338.749	13.955
133	93	226	Np	7604#	0#	226035188#	95#
143	84	227	Po	7596#	2#	227045390#	430#
142	85	227	At	7613#	1#	227040240#	320#
141	86	227	Rn	7630.050	0.062	227035304.396	15.127
140	87	227	Fr	7640.715	0.026	227031865.417	6.332
139	88	227	Ra	7648.303	0.009	227029176.474	2.095
138	89	227	Ac	7650.707	0.008	227027750.666	2.068
137	90	227	Th	7647.458	0.009	227027702.618	2.241
136	91	227	Pa	7639.490	0.033	227028804.477	7.965
135	92	227	U	7626.289	0.043	227031181.587	10.419
134	93	227	Np	7607.351	0.319	227034956.832	77.838
133	94	227	Pu	7585#	0#	227039474#	107#
143	85	228	At	7597#	2#	228044750#	430#
142	86	228	Rn	7621.645	0.078	228037835.418	18.977
141	87	228	Fr	7626.368	0.030	228035839.437	7.226
140	88	228	Ra	7642.428	0.009	228031068.657	2.142
139	89	228	Ac	7639.196	0.009	228031019.767	2.247
138	90	228	Th	7645.080	0.008	228028739.835	1.940
137	91	228	Pa	7632.207	0.019	228031050.748	4.659
136	92	228	U	7627.466	0.063	228031371.351	15.409
135	93	228	Np	7604.853	0.222	228036066.462	54.291
134	94	228	Pu	7590.493	0.128	228038741.387	31.286
144	85	229	At	7585#	2#	229048120#	430#
143	86	229	Rn	7605.622	0.057	229042257.276	14.000
142	87	229	Fr	7618.337	0.022	229038291.455	5.368
141	88	229	Ra	7628.485	0.067	229034956.707	16.576
140	89	229	Ac	7633.244	0.053	229032947.000	13.000
139	90	229	Th	7634.650	0.011	229031761.431	2.581
138	91	229	Pa	7629.874	0.014	229032095.652	3.521
137	92	229	U	7620.721	0.026	229033505.909	6.374
136	93	229	Np	7606.086	0.379	229036263.974	93.235
135	94	229	Pu	7586.880	0.223	229040145.819	54.939
134	95	229	Am	7562.702	0.381	229045249.909	93.772
144	86	230	Rn	7596#	1#	230045140#	210#
143	87	230	Fr	7603.704	0.028	230042390.791	7.022
142	88	230	Ra	7621.914	0.045	230037054.780	11.053
141	89	230	Ac	7621.460	0.069	230036327.000	17.000
140	90	230	Th	7630.996	0.005	230033132.358	1.299
139	91	230	Pa	7621.895	0.013	230034539.789	3.261
138	92	230	U	7620.922	0.020	230033940.102	4.841
137	93	230	Np	7601.776	0.223	230037827.716	55.059
136	94	230	Pu	7590.991	0.064	230039650.703	15.913
135	95	230	Am	7562#	1#	230046089#	143#
145	86	231	Rn	7579#	1#	231049870#	320#
144	87	231	Fr	7594.500	0.033	231045175.357	8.300
143	88	231	Ra	7607.841	0.049	231041027.086	12.206
142	89	231	Ac	7615.076	0.056	231038393.000	14.000
141	90	231	Th	7620.118	0.005	231036302.853	1.308
140	91	231	Pa	7618.426	0.008	231035882.575	1.902
139	92	231	U	7613.387	0.012	231036292.252	2.866
138	93	231	Np	7602.128	0.219	231038244.490	54.264
137	94	231	Pu	7587.120	0.098	231041126.410	24.206
136	95	231	Am	7566#	1#	231045529#	322#
