compound,raw_values,measurement_wavelength
n-Propylalcohol,1.3954,
Acetone,1.362,
Ethylalcohol,1.3611,
Methylalcohol,1.3288,
Acetonitrile,1.3675,
Dimethylformamide,1.4291,
Ethyleneglycol,1.43,
Dimethylsulfoxide,1.474,
Formamide,1.4555,
Listerine,1.516,
calcite,1.658,
calcite,1.609,
calcite,1.565,
calcite,1.524,
calcite,1.496,
calcite,1.486,1000
GaSxSe1−x,1.97,1000
GaSxSe1−x,2.12,1000
GaSxSe1−x,2.25,1000
GaSxSe1−x,2.39,1000
GaSxSe1−x,2.61,
PrMn0.2,1.652,
PrMn0.4,1.652,
PrMn0.6,1.652,
PrMn,1.653,
PrMn1.0,1.652,
Sulphate,1.359,470
Au–Ag2O(1,1.148,
BK7,1.51,
CaCO3,1.681,
TiO2,2.493,
SiO2,2.654,
quartz,1.542,
quartz,1.5393,
quartz,1.5347,
quartz,1.5201,
quartz,1.5102,
quartz,1.4987,
quartz,1.485,
quartz,1.4695,
quartz,1.4518,
quartz,1.4324,
quartz,1.4104,
quartz,1.3865,
quartz,1.36,
quartz,1.3308,510
SiO2,1.52083,510
SiO2,1.4618,510
SiO2,1.94,510
ZnO,2.06286,510
SiO2,2.50192,510
CdTe,3.11402,
Sucrose,1.4601,2500
As-Te,3.15,2500
As-Te,3.22,2500
As-Te,3.25,2500
As-Te,3.2,2500
As-Te,3.18,
glucose,1.77,270
THF,1.4,265
Acetone,1.35,263
Ethanol,1.36,268
Methanol,1.33,263
DMF,1.43,
DMSO,1.47,270
hydrogen,1.33,
EtOH,1.36,
DMF,1.43,
MeOH,1.33,
CHCl3,1.45,
CaF2,1.433,
Sr–F,1.437,
Ba–F,1.473,
CaO,1.838,
SrO,1.81,
Ca–S,2.12,
CaSe,2.26,
YOCl,1.8,
ScBO3,1.826,
YBO3,1.795,
LaBO3,1.853,
LaPO4,1.79,
CaZrO3,2.2,
Y2Sn2O7,1.74,
GdAlO3,1.93,
Lu3Al5O12,1.842,
Y3Ga5O12,1.913,
Y3Al5O12,1.8289,
ZnTe,2.7,
ZnTe,2.65,
ZnTe,2.55,
glycerol,1.3386,
glycerol,1.352,
glycerol,1.3565,
glycerol,1.3648,
glycerol,1.3718,
glycerol,1.3785,
glycerol,1.3866,
glycerol,1.392,
TEOS,1.43,
silicon,1.44,
silicon,1.57,
silicon,1.53,110
Kato,2.556,115
Kato,2.553,120
Kato,2.55,125
Kato,2.547,130
Kato,2.543,135
Kato,2.54,140
Kato,2.536,145
Kato,2.532,150
Kato,2.528,155
Kato,2.523,160
Kato,2.518,
Al2O3,1.783,
AlN,1.942,
AlOxNy_1,1.872,
AlOxNy_2,1.879,
AlOxNy_3,1.885,
AlOxNy_4,1.903,
AlOxNy_5,1.917,
aurantia,1.4,
o-Cresol,1.0369,
m-Cresol,1.0261,
p-Cresol,1.0263,378
DMSO,1.479,377
DMF,1.4305,368
Dichloromethane,1.4241,366
Ethyleneglycol,1.4318,372
Acetone,1.3587,366
Isopropanol,1.3772,368
Toluene,1.4969,364
Methanol,1.328,372
THF,1.407,372
Acetonitrile,1.344,371
Ethylacetate,1.3724,
Silicon,3.5,
Arachidicacid,1.45,
PMMA,1.491,
PEMA,1.485,
Cyanine,1.634,
NiTPP,2.2,
NiTPP,2.17,
NiTPP,2.14,
carbon,1.75,
carbon,1.75,
carbon,1.8,
carbon,1.85,
carbon,1.9,
carbon,1.95,550
PMMA,1.43,
silibinin,1.386,
silibinin,1.121,
silibinin,1.037,415
NaI(Tl),1.85,530
CsI(Tl),1.8,
WCl6,1.62,
Na2SO4,1.3298,
Na2SO4,1.3332,
Na2SO4,1.3377,
Na2SO4,1.3377,
Na2SO4,1.3457,
Na2SO4,1.3332,
Na2SO4,1.3497,
Na2SO4,1.3727,
Na2SO4,1.3313,
Na2SO4,1.3346,
Na2SO4,1.3386,
Na2SO4,1.3392,
Na2SO4,1.3473,
Na2SO4,1.3392,
Na2SO4,1.3511,
Na2SO4,1.3749,
Na2SO4,1.3326,
Na2SO4,1.3359,
Na2SO4,1.3399,
Na2SO4,1.3406,
Na2SO4,1.3469,
Na2SO4,1.3406,
Na2SO4,1.3528,
Na2SO4,1.3399,
Na2SO4,1.3335,
Na2SO4,1.337,
Na2SO4,1.3411,
Na2SO4,1.3418,
Na2SO4,1.3487,
Na2SO4,1.3418,
Na2SO4,1.3543,
Na2SO4,1.3411,
Na2S2O3,1.3298,
Na2S2O3,1.3378,
Na2S2O3,1.3501,
Na2S2O3,1.361,
Na2S2O3,1.372,
Na2S2O3,1.3855,
Na2S2O3,1.3949,
Na2S2O3,1.3994,
Na2S2O3,1.3313,
Na2S2O3,1.3393,
Na2S2O3,1.3511,
Na2S2O3,1.3621,
Na2S2O3,1.3744,
Na2S2O3,1.388,
Na2S2O3,1.3957,
Na2S2O3,1.4004,
Na2S2O3,1.3326,
Na2S2O3,1.3407,
Na2S2O3,1.3526,
Na2S2O3,1.3634,
Na2S2O3,1.3762,
Na2S2O3,1.3897,
Na2S2O3,1.3972,
Na2S2O3,1.4019,
Na2S2O3,1.3335,
Na2S2O3,1.3419,
Na2S2O3,1.3541,
Na2S2O3,1.365,
Na2S2O3,1.3779,
Na2S2O3,1.3917,
Na2S2O3,1.3991,
Na2S2O3,1.4038,
n-Propanol,1.945,
n-Butanol,2.571,
n-Pentanol,3.51,
Ethanol,1.363,
Glycol,1.434,
Glycerol,1.473,
NaCl,1.3418,
NaCl,1.3505,
NaCl,1.3594,
NaCl,1.3684,
Dimethylsulfoxide,1.478,
Acetonitrile,1.344,
Tetrahydrofurane,1.407,
Ethylacetate,1.372,
Chloroform,1.446,
Cyclohexane,1.426,694
Toluene,1.097,693
THF,1.406,700
Chloroform,1.438,694
DMF,1.43,698
DMSO,1.479,600
Pentafluoroethane,1.41,600
Pentafluoroethane,1.41,600
Octafluorocyclobutane,1.38,600
Octafluorocyclobutane,1.38,
dysprosium,2.0341,
dysprosium,2.0357,
dysprosium,2.0372,
dysprosium,2.0387,
dysprosium,2.0403,
phenylethylmethacrylate,1.52,
phenylethylacrylate,1.55,
n-butylacrylate,1.52,
2-phenoxyethylacrylate,1.52,
polyurethane,1.2,
polyurethane,1.13,
sucrose,1.3455,
sucrose,1.3514,
sucrose,1.3589,
sucrose,1.3638,
sucrose,1.3692,
sucrose,1.3724,
sucrose,1.3791,
sucrose,1.3836,
sucrose,1.3918,
MMF,1.4446,
H2O,1.33,
Methanol,1.33,
Ethanol,1.36,
2-Propanol,1.39,
1-Octanol,1.43,
Ethylether,1.35,
Ethylacetate,1.37,
Acetone,1.36,
n-Hexane,1.38,
n-Dodecane,1.42,
n-Hexadecane,1.43,
Quartz,1.54,
Sucrose,1.54,
Polystyrene,1.59,
Toluene,1.4969,
Diethylether,1.352,
Chloroform,1.4459,
Ethylacetate,1.3724,
THF,1.4072,
Dichloromethane,1.4242,
1-Butanol,1.3993,
2-Propanol,1.3772,
Acetone,1.3587,
Ethanol,1.3614,
Methanol,1.3284,
DMF,1.4305,
DMSO,1.4793,611
Y2O3,1.93,611
Quartz,1.46,611
Sapphire,1.77,611
Y2O3,2,611
Silicon,3.91,
n-Hexane,1.3749,
Cyclohexane,1.4262,
THF,1.4072,
Ethylacetate,1.3724,
Chloroform,1.4459,
DMF,1.4305,
tert-Butanol,1.386,
DMSO,1.479,
Acetonitrile,1.3441,
2-Propanol,1.3772,
1-Butanol,1.3772,
Ethanol,1.361,
Methanol,1.3284,
Ethyleneglycol,1.4835,
Hexane,1.375,
Chloroform,1.4429,
Ethylacetate,1.372,
Tetrahydrofuran,1.4072,
Acetone,1.359,
Methanol,1.3284,
Acetonitrile,1.344,
MnTPPCl,2.44,
MnTPPCl,2.96,
PbO–As2O3,1.651,
PbO–As2O3,1.652,
PbO–As2O3,1.652,
PbO–As2O3,1.653,
PbO–As2O3,1.653,
PbO–As2O3,1.655,
PbO–As2O3,1.654,
PbF2-TeO2-B2O3-Sm2O3,1.625,
PbF2-TeO2-B2O3-Sm2O3,1.632,
PbF2-TeO2-B2O3-Sm2O3,3.687,
PbF2-TeO2-B2O3-Sm2O3,1.691,
PbF2-TeO2-B2O3-Sm2O3,3.673,
PbF2-TeO2-B2O3-Sm2O3,1.694,
PbF2-TeO2-B2O3-Sm2O3,2.16,
PbF2-TeO2-B2O3-Sm2O3,1.696,
PbF2-TeO2-B2O3-Sm2O3,2.149,
PbF2-TeO2-B2O3-Sm2O3,1.698,
PbF2-TeO2-B2O3-Sm2O3,1.717,
PbF2-TeO2-B2O3-Sm2O3,1.732,
PbF2-TeO2-B2O3-Sm2O3,1.712,
PbF2-TeO2-B2O3-Sm2O3,1.752,
PbF2-TeO2-B2O3-Sm2O3,1.5,
PbF2-TeO2-B2O3-Sm2O3,1.749,
PbF2-TeO2-B2O3-Sm2O3,1.495,
PbF2-TeO2-B2O3-Sm2O3,1.759,
PbF2-TeO2-B2O3-Sm2O3,1.363,
PbF2-TeO2-B2O3-Sm2O3,1.756,
PbF2-TeO2-B2O3-Sm2O3,1.361,
PbF2-TeO2-B2O3-Sm2O3,1.778,
PbF2-TeO2-B2O3-Sm2O3,1.269,
PbF2-TeO2-B2O3-Sm2O3,1.761,
PbF2-TeO2-B2O3-Sm2O3,1.268,
PbF2-TeO2-B2O3-Sm2O3,1.808,
BSO,1.469,
BSO,1.462,
H2O,1.33,
CH3NO2,1.38,
CH3OH,1.33,
C2H5OH,1.36,
Acetone,1.36,
CH2Cl2,1.37,
CHCl3,1.45,
Toluene,1.51,
C6H6,1.5,
CCl4,1.46,
Eu2O3,1.54,
Glycine,1.4414,
Glycine,1.4365,
1-(2-Cyanoethyl)-3-(2-propen-1-yl)-imidazoliumchloride,1.5368,
1-Butyl-3-(2-cyanoethyl)-imidazoliumchloride,1.5142,
1-(2-Cyanoethyl)-3-(2-hydroxyethyl)-imidazoliumchloride,1.5385,
3-(6-Hydroxyhexyl)-imidazoliumchloride,1.4989,
1-Ethyl-3-(6-hydroxyhexyl)-imidazoliumchloride,1.5011,
1-Butyl-3-(6-hydroxyhexyl)-imidazoliumchloride,1.5028,
3-(6-Hydroxyhexyl)-1-methylimidazoliumchloride,1.5002,
1-Ethyl-3-methylimidazoliumthiocyanate,1.5355,
1-Butyl-3-methylimidazoliumbromide,1.54,
1-Hexyl-3-methylimidazoliumchloride,1.5045,
1-Benzyl-3-methylimidazoliumchloride,1.5652,
1-Methyl-3-octylimidazoliumchloride,1.4936,
Ta2O5,2.12,
Benzene,1.501,
Toluene,1.497,
Chloroform,1.446,
THF,1.407,
Acetone,1.359,
Ethanol,1.361,
HEMA,1.452,
HEMA,1.422,
HEMA,1.366,
HEMA,1.359,
HMDSO,1.7,
HMDSO,2.1,
SA-NP,1.3388,
stearicacid,1.3389,
stearicacid,1.3393,
BaScBO-SrScBO,1.82,
BaScBO-SrScBO,1.8,
BaScBO-SrScBO,1.78,
BaScBO-SrScBO,1.74,
LiZnLaAP,1.556,
LiMgLaAP,1.552,
LiZnLaAPF,1.545,424
Bi2O330SiO2xMF,2.66,403
Bi2O330SiO2xMF,2.378,383
Bi2O330SiO2xMF,2.342,407
Bi2O330SiO2xMF,2.396,398
Bi2O330SiO2xMF,2.373,386
Bi2O330SiO2xMF,2.357,411
Bi2O330SiO2xMF,2.394,399
Bi2O330SiO2xMF,2.368,391
Bi2O330SiO2xMF,2.365,
C60[C(COOH)2]3,1.333,
C60[C(COOH)2]3,1.335,
C60[C(COOH)2]3,1.338,
C60[C(COOH)2]3,1.342,
C60[C(COOH)2]3,1.352,
C60[C(COOH)2]3,1.371,
C60[C(COOH)2]3,1.383,
C60[C(COOH)2]3,1.409,550
TiO2,2.38,550
TiO2,1.9,550
TiO2,2.24,550
TiO2,2.38,550
TiO2,2.51,550
TiO2,2.183,550
MgF2,1.377,6328
Silicon,2.15,
Al2O3,1.58,
Al2O3,1.58,
PMMA,1.49,
Pb1−xEuxTe,5.27,
Pb1−xEuxTe,5.32,
Y2Te4O11,1.9017,
Y2Te4O11,1.9099,
Y2Te4O11,1.9323,
Y2Te4O11,1.9463,
Y2Te4O11,2.0174,
coumarin,3.75,
coumarin,4.25,
coumarin,1.69,
coumarin,3.54,
silica,1.377,
silica,1.391,
SiOx,2.1,
SiOx,2.2,
SiOx,2.3,
SiOx,2.5,
COC,1.54,500
BiGaDyIG,2.885,500
ZnS,2.423,500
MgF2,1.386,5893
Eu2O3,1.5743,5893
Eu2O3,1.5748,5893
Eu2O3,1.5793,5893
Eu2O3,1.5825,5893
Eu2O3,1.5876,5893
Eu2O3,1.5912,
VAN,1.01,
fluoranthene,1.41,
methylbutanoate,1.479,
methylbutanoate,1.408,
Luteolin,1.36,
Luteolin,3.12,
Apigenin,1.24,
Apigenin,3.44,
Acacetin,1.03,
Acacetin,3.83,
Tricin,1.08,
Tricin,3.79,
Linarin,1.13,
Linarin,3.69,
iso-propanol,1.37559,
iso-propanol,1.36572,
TiO2,2.2914,
TiO2,2.0365,
TiO2,2.3083,
TiO2,2.2758,633
TEOS,1.457,633
HMDSO,1.461,
Chloroform,1.444,
Dichloromethane,1.424,
n-Butanol,1.397,
n-Propanol,1.383,
Methanol,1.326,
Acetonitrile,1.342,
Dimethylsulfoxide,1.477,
ZnO,1.001,
ZnO,1.003,
ZnO,1.04,
ZnO,1.13,
ZnO,1.25,4
Y0.8Yb0.2F3,1.8,0
Y0.8Yb0.2F3,1.9,4
Y0.8Yb0.2F3,1.94,0
Y0.8Yb0.2F3,1.4,2
Y0.8Yb0.2F3,2.98,6
Y0.8Yb0.2F3,4.03,4
Y0.8Yb0.2F3,2.65,4
Y0.8Yb0.2F3,2.44,2
Y0.8Yb0.2F3,3.38,6
Y0.8Yb0.2F3,4.64,
oxygen,1.64,
ZnO,1.93,
ZnSnxOy,1.95,
Al2O3,1.65,
SiO2,1.47,
TiO2,2.45,106
Iron,3.2,106
Titanium,3.3,
magenta,1.582,
Magenta,1.592,
Tungsten–tellurite,2.1,
Tellurite,2,533
ZnS,1.59,598
ZnS,1.59,65
ZnS,1.59,535
ZnS,1.65,606
ZnS,1.65,71
ZnS,1.65,537
ZnS,1.69,624
ZnS,1.69,87
ZnS,1.69,541
ZnS,1.73,638
ZnS,1.73,97
ZnS,1.73,544
ZnS,1.78,633
ZnS,1.78,89
ZnS,1.78,547
ZnS,1.81,630
ZnS,1.81,83
ZnS,1.81,6328
SiDs,1.724,560
BPRFQ,1.5,670
BPRFQ,1.5,865
BPRFQ,1.5,560
BPRFQ,1.52,670
BPRFQ,1.52,865
BPRFQ,1.52,
n-heptane,1.385,
n-Pentane,1.3575,
n-Hexane,1.3749,
Cyclohexane,1.4266,
Benzene,1.5589,
Toluene,1.4969,
o-Xylene,1.5054,
Diethylether,1.3497,
Chloroform,1.4459,
Ethylacetate,1.3724,
n-Butylacetate,1.3719,
1-Octanol,1.429,
1-Heptanol,1.424,
1-Hexanol,1.418,
1-Butanol,1.399,
iso-Butanol,1.3959,
2-Propanol,1.3772,
Acetone,1.3587,
1-Propanol,1.385,
Ethanol,1.3614,
Benzonitrile,1.528,
Methanol,1.3284,
DMF,1.4305,
Acetonitrile,1.3442,
Ethyleneglycol,1.4318,
DMSO,1.4793,
C2H,1.396,
ZrO2,1.79,
ZrO2,1.91,
ZrO2,1.97,
ZrO2,2.08,
ZrO2,2.16,
ZrO2,2.21,
ZrO2,2.18,
ZrO2,2.14,
HCl,1.62,
HCl,1.51,
HCl,1.42,
HCl,1.25,
HCl,1.12,
H2O,1.33,
CH3NO2,1.38,
CH3OH,1.33,
C2H5OH,1.36,
Acetone,1.36,
CH2CL2,1.37,
CHCL3,1.45,
Toluene,1.5,
C6H6,1.5,532
CH4,1.35,532
CH4,1.81,532
CH4,1.71,532
CH4,1.569,532
CH4,1.58,
CH4,1.287,
propane,1.272,
C2H6,1.38,
propane,1.33,
Toluene,1.497,
Sm2O3,1.5408,633
silicon,2.358,633
Silicon,3.7457,550
In2O3–Sc2O3,2.04,550
In2O3–Sc2O3,1.91,550
In2O3–Sc2O3,1.85,550
In2O3–Sc2O3,1.82,
sulfur,1.4911,
MeCN,1.3467,
MeCN,1.3476,
MeCN,1.3483,
MeCN,1.349,
MeCN,1.3498,
MeCN,1.3505,
MeCN,1.3513,
MeCN,1.3519,
MeCN,1.3527,
MeCN,1.3422,
MeCN,1.3431,
MeCN,1.3439,
MeCN,1.3446,
MeCN,1.3453,
MeCN,1.3462,
MeCN,1.347,
MeCN,1.3477,
MeCN,1.3484,
MeCN,1.3378,
MeCN,1.3388,
MeCN,1.3397,
MeCN,1.3404,
MeCN,1.3412,
MeCN,1.3423,
MeCN,1.3431,
MeCN,1.3438,
MeCN,1.3446,
MeCN,1.3333,
MeCN,1.3345,
MeCN,1.3352,
MeCN,1.3359,
MeCN,1.3367,
MeCN,1.3377,
MeCN,1.3388,
MeCN,1.3395,
MeCN,1.3403,
MeCN,1.3497,
MeCN,1.3504,
MeCN,1.3514,
MeCN,1.352,
MeCN,1.3526,
MeCN,1.3533,
MeCN,1.3543,
MeCN,1.355,
MeCN,1.3556,
MeCN,1.3563,
MeCN,1.345,
MeCN,1.3459,
MeCN,1.3467,
MeCN,1.3473,
MeCN,1.3479,
MeCN,1.3487,
MeCN,1.3495,
MeCN,1.3503,
MeCN,1.3507,
MeCN,1.3515,
MeCN,1.3402,
MeCN,1.3412,
MeCN,1.3421,
MeCN,1.3427,
MeCN,1.3433,
MeCN,1.344,
MeCN,1.3448,
MeCN,1.3454,
MeCN,1.3459,
MeCN,1.3467,
MeCN,1.3354,
MeCN,1.3365,
MeCN,1.3374,
MeCN,1.338,
MeCN,1.3386,
MeCN,1.3393,
MeCN,1.3401,
MeCN,1.3407,
MeCN,1.3412,
MeCN,1.3419,
MeCN,1.3525,
MeCN,1.3539,
MeCN,1.3548,
MeCN,1.3554,
MeCN,1.356,
MeCN,1.3567,
MeCN,1.3575,
MeCN,1.3582,
MeCN,1.3589,
MeCN,1.3595,
MeCN,1.3482,
MeCN,1.3492,
MeCN,1.3501,
MeCN,1.3507,
MeCN,1.3513,
MeCN,1.3521,
MeCN,1.3528,
MeCN,1.3534,
MeCN,1.3541,
MeCN,1.3548,
MeCN,1.3434,
MeCN,1.3445,
MeCN,1.3455,
MeCN,1.346,
MeCN,1.3467,
MeCN,1.3474,
MeCN,1.3482,
MeCN,1.3489,
MeCN,1.3497,
MeCN,1.3502,
MeCN,1.3388,
MeCN,1.3397,
MeCN,1.3407,
MeCN,1.3413,
MeCN,1.3419,
MeCN,1.3426,
MeCN,1.3434,
MeCN,1.3442,
MeCN,1.3449,
MeCN,1.3455,
MeCN,1.3497,
MeCN,1.3546,
MeCN,1.3554,
MeCN,1.356,
MeCN,1.3566,
MeCN,1.3572,
MeCN,1.3583,
MeCN,1.3586,
MeCN,1.3593,
MeCN,1.3602,
MeCN,1.345,
MeCN,1.35,
MeCN,1.3507,
MeCN,1.3515,
MeCN,1.3521,
MeCN,1.3527,
MeCN,1.3536,
MeCN,1.354,
MeCN,1.3547,
MeCN,1.3554,
MeCN,1.3452,
MeCN,1.3461,
MeCN,1.3469,
MeCN,1.3475,
MeCN,1.3481,
MeCN,1.3491,
MeCN,1.3496,
MeCN,1.3504,
MeCN,1.3511,
MeCN,1.3407,
MeCN,1.3415,
MeCN,1.3421,
MeCN,1.3427,
MeCN,1.3434,
MeCN,1.3444,
MeCN,1.3448,
MeCN,1.3456,
MeCN,1.3464,
TeO2,2.2,
TeO2,2.21,
TeO2,2.22,
SrBi2Te6O16,2.21,
mullite,1.65,600
Polycarbonate,1.54,600
Polycarbonate,1.59,600
Polycarbonate,1.68,600
Polycarbonate,1.83,150
silicon,3.4,1500
silicon,3.48,
CSO,1.477,
CSO,1.475,
CSO,1.477,
CSO,1.4444,
CSO,1.451,
SiO2,1.5424,
PMMA,1.4887,30
MPA,1.7,30
MPA,1.8,
DMSO,1.03,
DMSO,1.06,
TiO2,2.46,
conferone,1.41,
conferone,1.04,
PNbKANd0.5,1.644,
PNbKANd1.0,1.677,
PNbKANd2.0,1.678,
PNbKANd3.0,1.679,
PNbKANd4.0,1.679,5873
SIOM,1.542,5873
NAP-4,1.53,10
SIOM,1.542,239
SIOM,1.542,1054
SIOM,1.542,10
NAP-4,1.53,290
NAP-4,1.53,1053
NAP-4,1.53,
BiBTEr0.1,1.745,
BiBTEr0.5,1.743,
BiBTEr1.0,1.741,
BiBTEr1.5,1.738,
BiBTEr2.0,1.736,
BiBTEr2.5,1.734,
PtS2,1.33,
Samarium,1.4,
Samarium,1.4,
Samarium,1.4,
Samarium,1.41,
Samarium,1.42,
Samarium,1.43,
Cyclohexane,1.43,
Hexane,1.37,
BDP,1.47,
Toluene,1.5,
Dioxane,1.42,
Chloroform,1.45,
Ethylacetate,1.37,
THF,1.4,
DMSO,1.48,
DMF,1.43,
EtOH,1.36,
CH3CN,1.34,
NaBr,1.6218,
NaBr,1.6093,
CaBr2,1.6348,
CaBr2,1.6166,
MgBr2,1.6269,
MgBr2,1.6138,
CoBr2,1.6125,
CoBr2,1.6043,
ZnBr2,1.607,
ZnBr2,1.598,
MgBr2,1.6144,
MgBr2,1.6062,
Mg(OH)2,1.6227,
Mg(OH)2,1.6165,
BVO,1.5187,
BVO,1.5171,
BVO,1.5153,
BVO,1.5132,
BVO,1.5112,
BVO,1.5096,
BVO,1.5074,
BVO,1.506,
BVO,1.5043,
BVO,1.5025,
BVO,1.5004,
BVO,1.4986,
BVO,1.4965,
BVO,1.495,
BVO,1.4929,
BVO,1.4917,
BVO,1.4899,
n-Pentane,1.3575,
n-Hexane,1.3749,
Cyclohexane,1.4266,
Benzene,1.5589,
o-Xylene,1.5054,
Diethylether,1.3497,
Chloroform,1.4459,
THF,1.4072,
1-Octanol,1.429,
1-Heptanol,1.424,
1-Hexanol,1.418,
1-Butanol,1.399,
iso-Butanol,1.3959,
2-Propanol,1.3772,
1-Propanol,1.385,
Ethanol,1.3614,
Benzonitrile,1.528,
Methanol,1.3284,
Acetonitrile,1.3442,
Ethyleneglycol,1.4318,
Propan-2-ol,1.377,
Propan-1-ol,1.385,
Ethanol,1.361,
Methanol,1.328,
DMF,1.43,
Acetonitrile,1.344,
DMSO,1.478,
Methanol,1.329,
Ethanol,1.361,
2-propanol,1.378,
1-propanol,1.386,
n-butanol,1.399,
Dimethoxymethane,1.3513,
Dichloromethane,1.424,
Chloroform,1.445,
Ethyldichloroacetate,1.438,
Bromoethane,1.425,
Bromoform,1.595,
Dichloroacetonitrile,1.44,
1-Chloropropane,1.388,
2-Chloropropane,1.378,
Trichlorofluoromethane,1.3821,
Hexanol,1.418,
1-Butanol,1.399,
Tert-butanol,1.387,
Carbondisulfide,1.627,
Benzene,1.498,
Pentane,1.358,
Cyclohexene,1.446,
Diethylether,1.352,
Propane,1.35,
Xenon,1.34,
Argon,1.34,
Ethylacetate,1.37,
1-Nitropropane,1.401,
Valeronitrile,1.397,
2-Hexanone,1.401,410
H2O,1.35,417
Carbon,1.83,580
Ta2O5,2.21,580
Ta2O5,2.23,580
Ta2O5,2.25,580
Ta2O5,2.4,545
Methanol,1.33,572
Methanol,1.33,556
BORB,1.33,572
BORB,1.33,544
EtOH,1.003,572
EtOH,1.003,558
CH3CN,1.334,576
CH3CN,1.334,556
DMF,1.43,580
DMF,1.43,555
DMSO,1.48,582
DMSO,1.48,
Dioxane,1.4155,
Carbontetrachloride,1.46,
Benzene,1.5011,
p-Xylene,1.4943,
Toluene,1.4961,
o-Xylene,1.505,
Propionicacid,1.386,
Anisole,1.5155,
Chloroform,1.446,
n-Butylacetate,1.395,
Isoamylacetate,1.3612,
Ethylacetate,1.448,
Methylacetate,1.398,
Octanol,1.427,
Cyclohexanol,1.465,
n-Butylalcohol,1.3998,
Methylethylketone,1.3793,
Cyclohexanone,1.45,
Isobutylalcohol,1.3954,
Isopropylalcohol,1.385,
n-Propylalcohol,1.3954,
Acetone,1.362,
Ethylalcohol,1.3611,
Methylalcohol,1.3288,
Acetonitrile,1.3675,
Dimethylformamide,1.4291,
Ethyleneglycol,1.43,
Dimethylsulfoxide,1.474,
Formamide,1.4555,
Fluorophosphate,1.45,
sulphide,2.23,
sulphide,2.24,
sulphide,2.26,
sulphide,2.28,
sulphide,2.22,
YF3,1.5365,
YF3,1.5344,
YF3,1.5348,
YF3,1.5338,
YF3,1.5335,
YF3,1.5365,
YF3,1.5345,
YF3,1.5327,
YF3,1.5344,
YF3,1.5336,
YF3,1.5335,
YF3,1.5318,
YF3,1.5348,
YF3,1.5337,
YF3,1.5338,
GaAs,3.5,
LiNbO3,2.2,
Fluoride,1.52,
Na2O·B2O3·SiO2,1.509,5893
Sm2O3,1.55,5893
Sm2O3,1.55,5893
Sm2O3,1.56,5893
Sm2O3,1.56,5893
Sm2O3,1.56,5893
Sm2O3,1.57,
Ethanol,1.36,
Ethanol,1.36,
Ethanol,1.36,
Octane,1.4,
Octane,1.4,
Octane,1.4,532
CTFE,4.7,532
CTFE,3.3,532
CTFE,1.5,
CBN,2.116,
alcohols,1.431,
Dimethylsulfoxide,1.478,
Tetrahydrofuran,1.407,
NaNO3,1.38955,
NaNO3,1.38955,
KNO3,1.40777,
KNO3,1.40834,
RbNO3,1.36533,
RbNO3,1.36893,
RbNO3,1.36533,
CsNO3,1.3479,
CsNO3,1.3479,
DMSO,1.4793,
DMF,1.4305,
Methanol,1.3284,
Ethanol,1.3614,
Acetone,1.3587,
2-Propanol,1.3772,
1-Butanol,1.3993,
THF,1.4072,
Ethylacetate,1.3724,
CHCl3,1.4459,
Toluene,1.4969,
CCl4,1.4601,
n-Hexane,1.3749,2
DMSO,1.477,2
DMSO,1.477,2
DMSO,1.477,586
DMSO,1.477,617
DMSO,1.477,603
DMSO,1.477,2
Ethanol,1.3611,2
Ethanol,1.3611,2
Ethanol,1.3611,579
Ethanol,1.3611,612
Ethanol,1.3611,599
Ethanol,1.3611,2
CH2Cl2,1.4242,2
CH2Cl2,1.4242,2
CH2Cl2,1.4242,603
CH2Cl2,1.4242,617
CH2Cl2,1.4242,604
CH2Cl2,1.4242,2
CHCl3,1.4459,2
CHCl3,1.4459,2
CHCl3,1.4459,603
CHCl3,1.4459,617
CHCl3,1.4459,603
CHCl3,1.4459,2
Dioxane,1.4224,2
Dioxane,1.4224,2
Dioxane,1.4224,603
Dioxane,1.4224,617
Dioxane,1.4224,603
Dioxane,1.4224,
NaDC,3.1,
NaC,2.7,
clioquinol,1.4,
Warfarin,1.36,
Ibuprofen,1.24,
Digitoxin,1.26,
Methanol,1.32,
Glucose,1.33,
Alcohol,1.33,
Sucrose,1.3332,
Ethyleneglycol,1.429,633
ZnPc1,1.33,633
ZnPc2,1.33,633
ZnPc2,1.32,633
ZnPc2,1.34,
Ethylacetate,1.36962,
2-Butanol,1.39503,
3-Methyl-1-butanol,1.40451,
Glycerol,1.474,
Glycerol,1.473,
Glycerol,1.478,
Glycerol,1.456,
Glycerol,1.462,
H2O,1.3326,
H2O,1.3338,
H2O,1.3353,
H2O,1.3367,
H2O,1.3382,
H2O,1.3394,
H2O,1.3411,
H2O,1.3426,
H2O,1.3437,
H2O,1.3455,
H2O,1.3471,
H2O,1.3306,
H2O,1.332,
H2O,1.3336,
H2O,1.3349,
H2O,1.3358,
H2O,1.3371,
H2O,1.3391,
H2O,1.3402,
H2O,1.342,
H2O,1.3434,
H2O,1.3449,
D-Glu,1.3326,
D-Glu,1.3376,
D-Glu,1.3427,
D-Glu,1.3484,
D-Glu,1.3529,
D-Glu,1.3306,
D-Glu,1.3356,
D-Glu,1.3412,
D-Glu,1.3461,
D-Glu,1.3513,
Phillipsite,1.87,
Phillipsite,2.45,
Phillipsite,3.16,
Phillipsite,2.64,
Formamide,1.4468,
Methanol,1.3265,
Ethanol,1.3594,
